ST-CD	YEAR	JAN	FEB	MAR	APR	MAY	JUN	JUL	AUG	SEP	OCT	NOV	DEC	ANNUAL
AL-02	2005	2.4	4.74	4.89	5.03	2.46	5.3	7.99	3.44	2.51	0.44	4.34	4.18	47.71
AL-02	2006	5.84	4.65	3.16	5.52	3.94	2.12	2.71	3.18	4.42	5.67	3.88	3.05	48.13
AL-02	2007	3.57	2.5	1.32	3.23	0.86	2.1	4.78	2.09	3.34	2.35	2.66	2.56	31.37
AL-02	2008	3.77	5.25	4.95	4.51	5.63	2.07	3.99	7.18	0.98	2.22	2.87	8.75	52.18
AL-02	2009	6.33	4.73	5.88	3.9	8.7	2.26	5.08	4.5	7.58	7.67	3.76	7.24	67.64
AL-02	2010	4.84	3.5	5.41	4.41	6.65	3.16	3.34	4.78	1.3	3.06	5.06	2.3	47.81
AL-02	2011	4.53	2.86	9.99	8.03	2.18	4.64	4.9	1.57	10.16	0.99	6.68	5.98	62.52
AL-02	2012	7.08	3.19	5.05	1.5	3.83	3.34	6.64	3.77	6.13	3.26	1.72	6.63	52.16
AL-02	2013	9.71	5.42	4.97	6.64	6.1	5.6	8.08	5.33	3.33	1.06	4.23	8.46	68.94
AL-02	2014	2.21	5.59	4	8.13	2.74	5.73	2.64	4.11	1.78	5.86	3.75	6.02	52.58
AL-02	2015	4.08	4.08	4.42	7.56	3.05	2.42	5.23	6.22	1.69	3.24	5.41	11.83	59.22
AL-02	2016	3.57	7.68	4.04	3.4	-999	-999	-999	-999	-999	-999	-999	-999	-999
AL-03	1895	7.33	2.25	7.41	3.07	3.29	4.5	4.36	3.75	1.66	1.99	1.81	4.6	46.01
AL-03	1896	4.19	6.04	5.19	3.93	3.42	5.01	3.49	1.93	1.21	1.7	3.53	1.17	40.81
AL-03	1897	4.43	4.86	9.57	3.58	1.88	1.4	4.17	3.49	0.38	1.03	1.77	6.79	43.33
AL-03	1898	5.35	1.38	3.92	4.09	1.04	3.41	5.38	4.92	2.7	3.36	4.73	2.64	42.92
AL-03	1899	6.07	6.47	7.1	2.58	2.25	2.69	6.03	3.33	0.47	1.73	3.15	6.21	48.08
AL-03	1900	3.39	6.4	5.71	10.57	2.54	11.51	4.59	2.23	3.35	5.9	3.96	3.73	63.87
AL-03	1901	5.36	3.67	5.24	4.55	4.6	2.34	2.78	7.93	4.06	0.97	1.95	6.78	50.22
AL-03	1902	4.19	5.54	9.67	3.6	2.14	1.29	2.18	2.93	3.78	2.9	4.51	6.05	48.79
AL-03	1903	3.95	11.36	4.97	2.08	6.21	4.43	3.73	3.67	0.79	2.17	1.75	2.48	47.59
AL-03	1904	4.28	2.84	3.75	2.16	2.49	2.82	4.81	5.07	1.1	0.24	3.52	4.49	37.58
AL-03	1905	5.84	7.51	3.56	4.61	4.4	4.48	3.95	5.71	2.02	3.93	1.57	5.41	53.01
AL-03	1906	4.71	2.39	9.63	1.15	4.64	2.72	7.53	3.19	7.87	3.28	2.27	4.68	54.07
AL-03	1907	2.17	4.87	3.07	5.76	8.61	2.84	4.35	2.64	4.48	1.52	5	5.11	50.42
AL-03	1908	3.89	7.01	4.61	5.02	6.65	3.31	4.95	3.53	1.44	1.28	1.61	5.42	48.71
AL-03	1909	2.58	7.55	9.91	7.5	6.24	7.94	3.58	2.56	2.79	1.58	1.26	5.17	58.67
AL-03	1910	3.43	4.86	0.77	3	3.48	7.13	6.93	3.1	1.7	3.34	1.5	3.43	42.67
AL-03	1911	5.04	4.11	1.81	7.46	2.44	4.49	6.18	4.27	1.66	3.05	4.65	8.92	54.09
AL-03	1912	5.39	4.48	9.92	10.32	3.72	5.42	4.61	4.68	3.79	2.32	1.28	7.07	62.99
AL-03	1913	7.8	5.86	6.72	2.54	4.34	2.85	4.42	2.01	6.43	2	1.41	3.36	49.75
AL-03	1914	1.64	3.69	5.07	4.55	1.65	2.16	3.79	6.91	3.79	2.75	3.5	5	44.49
AL-03	1915	5.34	4.51	3.26	0.59	6.57	3.66	4.72	5.29	3.66	4.02	4.04	6.92	52.59
AL-03	1916	4.76	3.62	3.11	2.98	5.08	2.99	16.83	3.1	1.76	1.25	2.99	4.1	52.58
AL-03	1917	6.96	5.54	8.83	4.13	2.44	3.01	5.31	4.57	4.46	1.39	1.77	1.44	49.85
AL-03	1918	7.81	2.38	0.68	6.62	2.4	3.85	3.63	2.38	4.35	9.17	4.35	3.99	51.61
AL-03	1919	5.63	5.88	7.43	3.22	6.24	4.26	5.8	6.34	0.97	4.21	5.75	7.58	63.31
AL-03	1920	6.58	3.55	8.9	10.42	5.26	4.23	4.4	6.22	2.94	0.57	2.95	8.4	64.39
AL-03	1921	3.76	5.8	5.97	7.18	1.07	2.23	4.14	3.37	3.17	1.79	3.14	3.54	45.17
AL-03	1922	7.03	5.92	9.94	4.87	5.01	3.68	4	2.94	1.44	1.82	2.73	7.13	56.5
AL-03	1923	4.65	6.11	6.15	7.66	8.62	3.35	6.09	6.44	0.93	2.97	5.61	5.84	64.42
AL-03	1924	6.71	4.69	3.94	6.23	4.57	4.83	2.35	2.25	2.35	0.08	0.15	6.59	44.75
AL-03	1925	8.88	3.84	3.91	1.55	2.78	1.68	5.48	1.62	4.29	6.08	4.74	3.4	48.24
AL-03	1926	7.4	3.96	4.96	2.04	3.67	3.9	4.79	6.37	1.9	2.6	5.02	8.17	54.78
AL-03	1927	2.39	5.58	6	2.07	3.81	4.51	3.77	2.56	0.92	1.64	4.42	7.36	45.04
AL-03	1928	1.73	2.89	6.5	10.08	3.86	10.18	5.42	4.05	1.85	2.85	3.18	1.45	54.06
AL-03	1929	6.12	6.86	12.86	4.86	6.21	3.28	3.12	1.91	5.51	4.61	13.08	3.4	71.81
AL-03	1930	4	2.19	5.35	1.65	6.96	1.57	2.99	4.44	4.23	2.25	6.39	2.95	44.97
AL-03	1931	2.96	3.09	3.66	3.18	3.84	1.43	4.79	4.1	0.99	1.76	2.67	9.82	42.29
AL-03	1932	8.22	6.38	5.52	3.21	2.73	4.43	4.89	5.05	5.4	8.01	4.29	11.71	69.82
AL-03	1933	2.85	5.57	5.45	5.46	2.95	3.15	5.36	3.96	2.27	2.08	1.61	3.53	44.24
AL-03	1934	3.84	4.2	6.62	2.8	3.19	5.74	6.38	4.92	2.18	6.19	4.15	3.7	53.9
AL-03	1935	3.26	3.78	8.36	5.25	4.71	3.99	2.66	2.99	1.83	2.54	3.69	3.94	47
AL-03	1936	9.52	6.86	3.82	5.86	1.97	1.69	6.48	4.6	2.04	1.73	1.74	7.4	53.7
AL-03	1937	11.84	4.75	3.95	5.87	4.33	2.52	4.31	4.3	4.4	6.41	2.8	2.94	58.43
AL-03	1938	3.86	1.99	7.28	10.65	4.11	4.54	6.17	4.12	1.19	0.29	3.91	2.64	50.76
AL-03	1939	5.83	10.47	5.33	3.67	5.78	6.3	4.83	8.72	3.66	0.47	1.04	3.59	59.7
AL-03	1940	4.89	6.31	5.49	3.83	3.28	5.71	9.78	2.59	1.46	1.8	3.64	6.06	54.84
AL-03	1941	2.67	2.86	4.36	2.84	0.53	3.07	7.29	6.05	2.25	2.77	2.65	6.28	43.65
AL-03	1942	2.52	4.3	6.53	1.17	2.77	5.92	4.07	6.54	3.41	1.85	1.9	7.44	48.43
AL-03	1943	1.88	2.44	8.91	3.76	3.58	3.2	3.89	3.82	3.91	0.67	2.84	3.06	41.97
AL-03	1944	3.21	8.02	9.28	7.38	3.47	2.4	4.23	5.98	2.78	0.39	3.09	4.21	54.45
AL-03	1945	3.82	8.85	6.04	7.05	3.61	3.13	5	2.08	3.19	4.39	3.58	5.32	56.07
AL-03	1946	9.5	8.11	5.92	2.23	6.09	4.56	6.31	4.09	5.67	1.49	5.98	3.24	63.19
AL-03	1947	10.27	2.01	5.61	6.34	4.43	5.75	4	3.39	1.31	1.58	7.1	4.02	55.83
AL-03	1948	4.29	7.77	8.66	3.89	3.25	3.01	4.96	3.45	3.86	0.7	14.4	4.75	62.98
AL-03	1949	9.8	6.7	7.17	3.56	4.34	5.77	4.46	4.21	3.69	2.75	1.08	4.12	57.63
AL-03	1950	7.11	5.65	6.74	2.93	5	3.79	8.03	6.12	3.98	2.3	2.38	3.26	57.31
AL-03	1951	4.81	4.7	11.02	4.88	1.55	4.07	2.95	2.22	5.39	2.19	2.87	8.93	55.59
AL-03	1952	4.25	3.08	5.75	2.82	4.72	1.99	1.86	5.27	2.41	1.15	2.97	5.65	41.93
AL-03	1953	6.32	7.34	3.82	7.26	4.75	2.71	5.35	1.27	2.68	0.57	1.7	8.25	52.02
AL-03	1954	5.51	2.9	3.29	4.19	2.44	1.83	2.63	1.93	1.31	1.55	3.68	5.24	36.52
AL-03	1955	4.43	6.55	4.37	7	5.19	3.44	7.12	2.26	0.41	2.07	4.42	2.09	49.34
AL-03	1956	2.09	9.13	6.76	6.34	2.93	3.66	3.91	2.73	1.69	6.17	2.02	6.17	53.61
AL-03	1957	5.96	4.01	4	6	4.24	5.52	2.42	1.91	8.19	2.84	8.19	3.6	56.87
AL-03	1958	2.99	4.24	5.21	5.19	3.37	4.31	7.99	2.39	5.43	2.1	4.11	1.48	48.8
AL-03	1959	4.71	4.37	5.5	4.33	6.98	3.05	3.91	2.79	4.86	5.23	3.4	3.43	52.54
AL-03	1960	6.49	3.77	7.15	2.31	3.5	2.95	3.31	5.28	4.2	3.59	2.56	2.4	47.5
AL-03	1961	2.63	13.69	9.67	4.12	2.2	5.47	5.29	3.19	1.64	1.29	5.46	13.73	68.38
AL-03	1962	8.72	4.85	4.94	6.53	1.17	4.22	4.05	2.27	2.5	1.58	3.86	2.59	47.29
AL-03	1963	5.94	2.5	5.41	4.6	4.1	5.65	6.71	1.98	2.43	0.08	4.33	4.81	48.55
AL-03	1964	6.21	4.08	9.39	13.45	1.99	2.4	6.06	4.82	3.84	3.97	3.91	4.97	65.09
AL-03	1965	3.87	6.96	6.36	2.74	1.21	5.62	6.29	3.93	2.89	2.21	1.9	2.35	46.34
AL-03	1966	5.76	7.7	4	6.74	4.13	2.66	3.28	4.46	4.92	3.39	2.6	4.1	53.73
AL-03	1967	2.66	4.69	1.74	2.66	5.08	4.04	6.77	7.24	2.5	2.9	4.61	9.89	54.79
AL-03	1968	6.22	1.77	3.91	5.99	4.19	1.45	6.32	3.26	2.89	1.12	3.91	6.75	47.79
AL-03	1969	4.38	4.09	4.64	7.2	5.48	2.77	3.91	4.03	3.2	3.27	2.48	7.45	52.89
AL-03	1970	2.86	2.87	7.78	6.91	2.76	5.13	3.57	6.11	1.74	6.7	2.26	4.15	52.84
AL-03	1971	3.85	8.38	8.43	3.88	4.65	3.45	7.38	3.6	5.58	1.67	1.93	8.26	61.05
AL-03	1972	9.81	2.77	5.56	2.82	4.34	3.2	4.07	2.8	4.52	2.86	4.78	7.15	54.68
AL-03	1973	6.92	3.58	11.78	6.37	6.8	5.88	6.2	3.45	3.08	2.53	6.24	7.29	70.11
AL-03	1974	8.95	5.55	3.84	6.75	6.46	3.91	3.91	5.59	6.82	1.15	3.43	7.15	63.51
AL-03	1975	6.99	7.04	8.93	5.48	4.54	4.82	7.1	4.93	4.84	7.02	2.52	4.32	68.52
AL-03	1976	4.91	2.98	13.69	1.45	8.73	3.51	4.39	3.58	3.74	2.87	3.36	4.75	57.96
AL-03	1977	5.18	4.08	10.3	5.52	2.07	2.09	5.5	2.65	8.26	6.24	6.49	2.78	61.16
AL-03	1978	4.98	1.57	3.57	2.65	8.77	4.1	2.97	2.78	2.32	0.73	2.89	6.2	43.53
AL-03	1979	8.65	5.08	6.86	14.05	4.54	1.94	7.76	3.71	8.46	1.57	6.69	2.49	71.8
AL-03	1980	5.79	2.62	14.71	8.25	6.25	2.67	2.75	2.13	5.49	4.18	4.18	1.13	60.14
AL-03	1981	1.37	4.78	6.73	3.35	3.03	3.32	3.49	4.04	1.54	4.03	1.57	5.59	42.82
AL-03	1982	7.36	6.64	2.49	8.87	2.57	6.1	5.28	3.43	1.23	3.79	5.9	9.03	62.69
AL-03	1983	4.29	8.84	7.46	10.18	8.94	4.71	1.69	2.52	4.07	3.09	7.78	10.66	74.23
AL-03	1984	3.7	3.96	4.94	6.92	5.43	2.21	4.46	4.08	0.61	6.68	5.06	2.54	50.58
AL-03	1985	3.66	6.32	2.01	3.55	4.31	4.44	6.74	4.96	2.57	5.92	2.27	3.2	49.96
AL-03	1986	1.29	2.88	3.51	0.47	5.83	2.78	3.4	4.18	2.78	4.96	9.02	3.67	44.77
AL-03	1987	6.09	7.42	4.52	0.75	3.47	5.55	2.53	2.88	3.08	0.48	3.67	3.92	44.35
AL-03	1988	4.94	3.77	3.12	4.13	2.11	0.87	5.9	2.38	8.99	3.5	6.03	3.4	49.13
AL-03	1989	6.19	5.42	6.46	3.45	4.78	9.14	7.6	2.57	5.76	2.5	5.51	4.44	63.81
AL-03	1990	9.01	9.82	7.6	2.85	5.32	3.58	4.06	1.45	1.92	2.44	3.66	7.67	59.39
AL-03	1991	4.41	6.69	6.89	9.51	10.75	5.16	2.58	4.02	3.86	0.95	4.05	5.77	64.63
AL-03	1992	3.43	5.15	3.15	3.06	1.57	4	6.28	5.94	3.75	2.19	7.96	5.43	51.91
AL-03	1993	7.06	3.65	4.96	3.11	4.75	3.89	1.55	4.91	3.61	2.82	3.77	4.14	48.22
AL-03	1994	5.54	5.51	7.65	3.93	3.03	6.18	6.84	2.72	3.66	4.77	3.74	4.68	58.24
AL-03	1995	4.37	5.88	5.51	6.2	2.8	3.63	3.69	3.32	3.24	7.47	6.19	4.62	56.91
AL-03	1996	8.39	3.01	7.7	4.25	2.19	3.24	8.44	4.04	5.22	2.89	4.09	5.25	58.71
AL-03	1997	6.89	5.96	3.71	5.35	5.96	8.64	5.81	2.78	2.74	4.45	4.14	4.4	60.83
AL-03	1998	8.75	7.11	4.62	5.58	2.58	3.24	7.09	3.78	3.21	1.69	3.95	5.79	57.39
AL-03	1999	9.83	2.86	6.05	3.13	3.47	7.68	4.04	0.99	1.75	2.95	2.92	3.26	48.93
AL-03	2000	5.07	1.82	5.85	6.61	1.31	3.37	1.7	1.66	1.59	1.08	7.74	3.21	41.03
AL-03	2001	5.44	5.75	7.91	4.12	4.44	6.81	2.59	5.49	6.31	4.22	4.12	5.38	62.59
AL-03	2002	5.58	3.16	5.6	1.67	5.25	4.06	4.83	2.78	7.74	5.28	5.06	6.28	57.28
AL-03	2003	3.06	7.78	4.18	6.13	9.58	7.61	5.85	5.66	3.6	2.25	4.93	2.99	63.62
AL-03	2004	3.19	7.88	2.8	3.85	3.94	7.11	3.76	3.99	4.7	2.89	9.08	5.37	58.55
AL-03	2005	3.13	5.14	5.26	6.14	3.25	6.98	9.14	5.86	3.57	0.24	3.41	4.42	56.53
AL-03	2006	5.95	6.13	3.8	3.07	4.05	1.7	3.27	3.2	3.75	6.33	4.51	4.13	49.89
AL-03	2007	3.96	2.98	0.98	2.68	0.66	1.88	5.13	2.49	3.2	3.03	2.31	2.63	31.92
AL-03	2008	3.45	6.49	4.44	4.3	5.77	2.31	3.02	7.07	1.97	2.6	2.61	7.77	51.8
AL-03	2009	5.57	5.56	8.25	3.86	7.43	3.12	5.54	5.75	9.86	8.28	3.71	7.43	74.36
AL-03	2010	5.3	3.65	5.9	3.51	6.35	3.15	3.32	4.4	1.07	2.63	5.4	1.97	46.66
AL-03	2011	4.62	3.37	8.58	7.41	1.77	3.31	4.05	2.69	7.95	0.66	4.33	5.34	54.08
AL-03	2012	6.09	4.01	6.23	1.82	4.63	2.46	5.62	5.04	5.53	3.39	1.51	7.48	53.81
AL-03	2013	8.18	6.99	4.84	6.18	3.87	4.66	7.86	4.89	2.74	1.54	3.85	7.43	63.03
AL-03	2014	2.42	5.55	5.28	9.7	2.77	5.51	2.73	2.69	1.9	4.56	3.67	7.14	53.93
AL-03	2015	5.02	4.46	4.78	7.39	3.34	2.23	5.02	5.59	1.27	2.32	6.23	9.11	56.75
AL-03	2016	3.89	6.56	5.36	5.98	-999	-999	-999	-999	-999	-999	-999	-999	-999
AL-04	1895	7.32	2.63	7.32	3.83	4.25	3.81	4.68	5.07	1.42	1.88	1.9	3.53	47.65
AL-04	1896	4.23	4.44	4.7	3.53	3.67	3.96	5.06	1.92	1.81	1.28	4.07	0.95	39.62
AL-04	1897	3.99	5.62	8.96	3.73	1.84	1.75	4.34	3.54	0.32	1.03	1.36	5.75	42.22
AL-04	1898	3.9	0.89	3.48	5.06	0.64	3.41	6.25	5.71	2.97	6.57	4.46	2.34	45.69
AL-04	1899	4.4	6.63	7.82	3.69	1.99	2.02	6.22	3.15	0.56	2.1	2.94	5.76	47.27
AL-04	1900	3.34	7.47	6.18	9.3	2.37	9.75	5.04	2.85	4.65	5.87	4.19	4.1	65.11
AL-04	1901	5.97	3.81	7.02	5.41	5.42	3.1	2.99	8.58	4.2	1.1	1.6	7.85	57.04
AL-04	1902	4.07	6.29	9.46	2.66	1.61	1.07	2.3	2.81	3.79	3.08	3.67	5.52	46.33
AL-04	1903	3.05	11.59	6.12	3.31	6.08	3.62	4.28	3.28	1.03	2.34	1.45	1.72	47.86
AL-04	1904	4.5	3.24	3.42	2.37	2.82	3.54	4.1	5.84	1.14	0.55	2.91	4.08	38.49
AL-04	1905	5.58	6.51	3.18	3.8	6.18	4.65	4	5.14	1.59	3.81	1.79	6.55	52.79
AL-04	1906	4.26	1.73	10.35	1.06	3.89	4.09	9.23	4.8	8.52	3.77	2.63	4.49	58.81
AL-04	1907	1.76	5.23	2.84	5.49	7.74	2.58	4.35	3.06	5.68	1.36	5.86	4.72	50.68
AL-04	1908	3.65	6.26	4.44	4.47	5.49	2.29	3.83	3.16	1.69	1.93	1.48	5.84	44.53
AL-04	1909	2.43	7.83	10.84	6.93	5.92	7.83	3.55	3.66	2.18	1.86	1.31	4.43	58.76
AL-04	1910	3.46	4.87	1.11	3.08	5.13	6.66	5.52	3.04	2.34	2.9	1.25	3.06	42.43
AL-04	1911	4.43	3.82	2.19	6.99	2.52	3.66	5.52	4.37	1.99	3.19	4.68	6	49.35
AL-04	1912	5.74	5.04	9.62	8.63	3.29	5.17	4.92	6.01	3.77	2.9	1.07	5.63	61.77
AL-04	1913	6.61	6.15	7.64	2.33	3.64	4.18	4.23	2.97	6.11	1.91	1.05	3.65	50.48
AL-04	1914	1.79	3.37	4.17	4.78	1.25	2.41	4.31	6.02	2.9	3.3	2.89	4.98	42.18
AL-04	1915	5.09	4.27	3.16	0.56	5.81	2.94	5.43	5.52	4.53	5.18	3.07	7.06	52.62
AL-04	1916	3.81	4.42	2.58	2.92	4.31	3.41	15.55	2.92	2.66	1.58	2.73	3.7	50.6
AL-04	1917	7.57	6.17	10.3	4.13	2.86	4.06	5.05	6.43	4.55	1.92	1.6	1.29	55.93
AL-04	1918	8.65	2.42	0.61	6.62	2.34	4.55	4.05	2.43	4.67	9.19	4.53	4.93	54.98
AL-04	1919	5.89	6.16	6.78	2.96	4.98	4.54	5.08	5.88	0.38	3.75	3.52	8	57.91
AL-04	1920	6.91	4.04	9.57	9.97	5.88	4.42	5.36	7.35	2.14	0.74	3.05	8.13	67.57
AL-04	1921	4.26	6.47	3.78	5.71	1.61	1.97	4.79	4.11	3.29	2.7	3.77	2.9	45.35
AL-04	1922	6.83	5.87	9.73	5.7	6.79	4.37	3.72	2.32	1.58	2.22	1.95	6.97	58.05
AL-04	1923	3.68	6.8	5.27	6.69	8.81	2.99	4.2	5.08	1.09	1.32	4.98	5.42	56.34
AL-04	1924	6.05	4.74	3.55	6.18	4.09	4.5	2.18	2.42	2.99	0.13	0.2	6.96	44
AL-04	1925	8.17	3.31	3.97	1.52	1.81	1.8	3.8	1.21	2.5	6.13	3.98	3.84	42.04
AL-04	1926	7.23	4.05	5.1	1.73	3.01	4.14	4.82	6.66	1.95	2.62	4.79	7.52	53.61
AL-04	1927	1.24	5.93	5.08	2.58	2.95	5.37	3.54	3.23	0.83	2.3	3.91	7.09	44.05
AL-04	1928	1.72	2.71	7.11	8.8	4.07	9.1	4.13	4.7	1.86	3.08	2.48	1.28	51.07
AL-04	1929	5.53	7.53	12.41	5.57	7.4	4.27	3.05	1.47	6.14	3.89	12.84	2.92	73.04
AL-04	1930	3.75	1.69	5.83	1.52	5.65	1.61	4.11	3.08	5.36	1.95	5.8	2.54	42.89
AL-04	1931	2.87	2.76	3.26	3.33	2.75	1.55	4.01	3.62	0.83	1.42	2.11	9.76	38.27
AL-04	1932	7.22	6.87	5.44	3.38	2.9	5.13	4.64	4.9	3.04	6.57	4.09	11.98	66.15
AL-04	1933	2.83	5.98	5.6	4.14	2.86	2.51	4.78	4.36	2.39	1.77	1.83	2.97	42.03
AL-04	1934	4.28	4.06	6.79	2.79	2.55	6.09	6.38	6.43	1.67	8.34	2.99	3.38	55.76
AL-04	1935	2.8	4.4	7.11	5.13	4.34	4.47	2.75	4.56	1.92	2.17	3.66	3.93	47.22
AL-04	1936	10.66	7.46	4.43	6.96	0.72	1.68	5.4	4.7	2.47	1.9	1.19	8.25	55.83
AL-04	1937	10.95	4.67	3.99	6.72	4.22	2.73	4.8	4.04	2.32	5.92	1.82	1.86	54.04
AL-04	1938	3.17	1.93	7.87	11.69	3.51	4.62	6.6	3.78	1.22	0.29	4.1	2.32	51.1
AL-04	1939	4.99	8.75	5.14	3.83	4.88	4.63	4.06	7.99	3.15	0.24	0.69	3.33	51.66
AL-04	1940	5.05	6.76	5.19	2.74	3.28	4.83	8.77	3.64	1.04	2.48	3.1	4.73	51.62
AL-04	1941	2.23	2.48	4.93	3.02	0.94	3.9	8.35	7.24	1.35	2.53	2.41	5.95	45.34
AL-04	1942	2.43	4.43	7.16	1.16	3.7	4.93	3.48	6.16	3.96	2.27	1.4	9.7	50.79
AL-04	1943	2.42	2.38	8.85	5.68	3.43	2.92	4.05	3.9	3.62	0.71	2.29	3.07	43.33
AL-04	1944	3.11	8.46	9.55	8.13	2.13	2.68	2.76	3.8	3.99	0.72	2.62	3.48	51.44
AL-04	1945	3.51	7.53	5.24	6.58	4.78	3.6	3.73	2.55	2.9	5.1	3.39	5.92	54.82
AL-04	1946	9.77	8.58	6.89	2.63	6.07	5.12	5.12	2.83	5.82	1.53	3.86	3.32	61.54
AL-04	1947	10.89	2.08	5.91	6.37	3.9	4.77	2.08	3.89	1.25	1.67	6.44	3.67	52.92
AL-04	1948	4.2	7.12	8.3	4.11	2.91	3.45	6.7	4.73	3.51	0.68	15.81	4.06	65.57
AL-04	1949	7.66	6.99	5.8	4.55	4.21	4.42	3.91	3.69	2.68	3.42	0.84	3.12	51.28
AL-04	1950	4.27	4.29	6.31	2.34	4.54	3.81	9.73	3.75	4.59	2.36	1.54	2.63	50.17
AL-04	1951	3.43	3.59	10.26	5.72	1.38	5.3	4	2.83	5.84	2.53	3.07	9.08	57.03
AL-04	1952	4.48	3.36	6.66	2.07	4.09	2.59	1.75	6.97	2.3	2.03	3	5.65	44.94
AL-04	1953	7.05	6.59	3.74	6.47	4.72	4.09	4.47	1.96	3.89	0.45	1.8	8.34	53.59
AL-04	1954	6.14	3.34	3.39	3.43	2.11	2.87	3.19	2.47	0.7	0.78	3.27	4.94	36.64
AL-04	1955	4.36	6.24	3.71	7.22	5.43	2.47	5.68	2	0.46	2.73	4.22	1.77	46.31
AL-04	1956	2.17	8.89	7.14	6.71	2.46	2.84	3.43	3.04	1.76	2.69	2.47	4.52	48.11
AL-04	1957	5.52	4.37	4.46	7.15	4.82	6.49	1.98	1.8	8.2	2.78	6.56	4.23	58.36
AL-04	1958	2.71	4.63	4.4	3.72	1.96	4.64	7.43	2.39	4.96	2.67	3.22	1.76	44.49
AL-04	1959	4.62	4.07	6.13	3.22	6.14	2.87	2.88	3.71	4.57	4.59	3.36	2.39	48.55
AL-04	1960	5.86	3.56	6.75	2.15	1.6	2.49	2.87	5.31	4.64	3.67	2.44	2.6	43.93
AL-04	1961	2.58	14.1	8	4.39	2.92	6.47	4.57	3.42	3.15	1.39	3.25	12.78	67.02
AL-04	1962	7.5	5.04	4.42	5.88	1.3	4.34	4.52	2.41	3.74	2.69	5.53	2.71	50.06
AL-04	1963	6.25	3	6.8	6.83	2.98	6.23	5.19	2.01	3.56	0.05	3.92	4.66	51.48
AL-04	1964	6.13	4.4	9.83	9.81	2.34	3.7	5.69	3.26	2.4	4.12	2.97	4.97	59.61
AL-04	1965	3.2	5.67	6.25	3.72	0.99	5.86	4.9	2.8	2.97	1.98	2.37	2.1	42.81
AL-04	1966	5.37	8.27	4.49	6.1	5.45	2.06	4.16	5.75	5.21	3.8	2.97	3.47	57.09
AL-04	1967	3.26	4.44	1.79	3.03	6.54	4.73	6.49	7.32	3.4	3.45	5.19	8.1	57.74
AL-04	1968	5.96	1.26	3.46	7.03	4.76	1.78	5.55	2.86	2.38	1.64	4.13	6.88	47.69
AL-04	1969	4.82	3.71	4.53	4.43	6.79	2.16	3.98	3.97	4.41	2.21	1.91	6.16	49.08
AL-04	1970	2.78	3.02	8.16	5.8	2.94	4.3	3.49	4.45	1.46	5.93	2.21	3.57	48.12
AL-04	1971	4.42	7.91	8.4	4.48	2.91	4.19	8.32	3.17	4.27	1.2	2.25	7.08	58.61
AL-04	1972	11.15	3.09	6.39	2.41	4.21	3.9	3.54	2.14	5.68	3.84	4.48	7.1	57.94
AL-04	1973	6.81	2.46	10.07	6.44	7.43	5.05	4.43	2.66	2.83	1.34	4.88	7.41	61.82
AL-04	1974	6.46	5.49	2.91	6.62	5.73	2.35	3.76	7.15	3.99	1.02	3.84	6.14	55.45
AL-04	1975	6.69	7.13	8.18	4.17	4.99	4.22	6.66	4.41	7.3	4.45	2.56	4.66	65.42
AL-04	1976	5.29	2.16	15.17	1.23	7.28	4.28	3.98	3.15	3.03	2.32	2.92	4.63	55.46
AL-04	1977	4.68	3.83	12.92	5.49	2.22	2.34	4.44	2.99	7.23	6	5.13	2.27	59.53
AL-04	1978	6.01	1.3	3.43	3.47	6.73	4.24	3.23	3.72	1.57	0.27	2.5	5.54	42.02
AL-04	1979	7.12	5.08	6.93	15.03	5.18	1.86	6.56	3.9	7.77	2.15	5.21	1.48	68.27
AL-04	1980	5.89	2.84	14.97	5.94	5.77	2.26	2.33	2.37	7.19	3.49	2.1	0.7	55.84
AL-04	1981	1.19	6.02	5.68	2.6	3.09	3.11	3.71	4.37	1.69	3.5	1.53	5.37	41.88
AL-04	1982	7.65	7.87	2.19	9.52	2.88	6.31	4.03	2.69	1.35	4.12	6.03	8.03	62.68
AL-04	1983	3.64	7.02	6.05	8.51	7.54	4.58	1.87	1.92	4.45	3.09	8.09	10.95	67.72
AL-04	1984	3.96	3.39	4.35	6.22	5.62	2.13	7.39	4.65	0.41	4.12	3.68	3.01	48.93
AL-04	1985	4.04	5.66	1.94	2.86	4.55	3.87	8.76	4.16	1.29	4.71	2.3	2.74	46.87
AL-04	1986	1.48	2.72	2.41	0.49	4.18	1.99	3.14	4.77	3.24	4.02	7.68	2.62	38.74
AL-04	1987	5.72	7.07	5.25	1.28	3.64	5.47	3.44	2.56	2.41	0.99	2.96	3.89	44.68
AL-04	1988	5.76	2.93	2.74	4.48	2.64	0.83	5.08	3.23	8.69	2.87	5.63	2.71	47.59
AL-04	1989	5.06	5.09	6.79	4.22	3.71	10.45	6.95	3.06	5.33	2.4	5.45	4.48	62.99
AL-04	1990	8.37	9.47	8.88	2.39	3.87	2.67	3.51	1.87	1.87	3.06	3.23	5.54	54.72
AL-04	1991	4.64	5.52	6.24	5.96	7.09	4.58	3.12	3.51	3.55	0.45	4.13	4.61	53.41
AL-04	1992	4.27	5.93	4.11	3.18	2.01	4.52	5.67	5.9	4.53	2.97	8.46	6.12	57.67
AL-04	1993	7.18	3.1	4.84	3.26	4.34	3.36	1.11	4.06	2.71	2.78	3.01	4.21	43.96
